No,Nama KKKS,Tahun,Bulan,Jenis Interaksi,Detail Aktivitas,Keterangan,Label
622,Triangle Pase,2025,Juni,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,Kurang Harmonis
623,Triangle Pase,2025,Juni,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",Harmonis
624,Zaratex N.V.,2025,Juni,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
625,Zaratex N.V.,2025,Juni,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,Kurang Harmonis
626,Zaratex N.V.,2025,Juni,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",Harmonis
627,Zaratex N.V.,2025,Juni,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
628,Zaratex N.V.,2025,Juni,Partisipasi,Knowledge Sharing Session,Memberikan edukasi K3LL kepada tim teknis BPMA,Harmonis
629,Zaratex N.V.,2025,Juni,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",Harmonis
630,Zaratex N.V.,2025,Juni,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",Harmonis
631,Conrad Asia Energy,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
632,Conrad Asia Energy,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
633,Conrad Asia Energy,2025,Juli,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,Kurang Harmonis
634,Conrad Asia Energy,2025,Juli,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
635,Conrad Asia Energy,2025,Juli,Partisipasi,Sosialisasi Lingkungan,Koordinasi program lingkungan sangat baik,Harmonis
636,Conrad Asia Energy,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
637,Conrad Asia Energy,2025,Juli,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
638,PT Medco E&P Malaka,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
639,PT Medco E&P Malaka,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
640,PT Medco E&P Malaka,2025,Juli,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
641,PT Medco E&P Malaka,2025,Juli,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
642,PT Medco E&P Malaka,2025,Juli,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,Harmonis
643,PT Medco E&P Malaka,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",Harmonis
644,PT Medco E&P Malaka,2025,Juli,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
645,PT Pema Global Energi,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
646,PT Pema Global Energi,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,Harmonis
647,PT Pema Global Energi,2025,Juli,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",Harmonis
648,PT Pema Global Energi,2025,Juli,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
649,PT Pema Global Energi,2025,Juli,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,Harmonis
650,PT Pema Global Energi,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",Harmonis
651,PT Pema Global Energi,2025,Juli,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",Harmonis
652,Triangle Pase,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
653,Triangle Pase,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,Kurang Harmonis
654,Triangle Pase,2025,Juli,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,Kurang Harmonis
655,Triangle Pase,2025,Juli,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
656,Triangle Pase,2025,Juli,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,Harmonis
657,Triangle Pase,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,Kurang Harmonis
658,Triangle Pase,2025,Juli,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
659,Zaratex N.V.,2025,Juli,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,Harmonis
660,Zaratex N.V.,2025,Juli,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
661,Zaratex N.V.,2025,Juli,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",Harmonis
662,Zaratex N.V.,2025,Juli,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",Kurang Harmonis
663,Zaratex N.V.,2025,Juli,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,Kurang Harmonis
664,Zaratex N.V.,2025,Juli,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,Kurang Harmonis
665,Zaratex N.V.,2025,Juli,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,Kurang Harmonis
666,Conrad Asia Energy,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
667,Conrad Asia Energy,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
668,Conrad Asia Energy,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
669,Conrad Asia Energy,2025,Agustus,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
670,Conrad Asia Energy,2025,Agustus,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,Harmonis
671,Conrad Asia Energy,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
672,Conrad Asia Energy,2025,Agustus,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",Harmonis
673,PT Medco E&P Malaka,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
674,PT Medco E&P Malaka,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
675,PT Medco E&P Malaka,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
676,PT Medco E&P Malaka,2025,Agustus,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
677,PT Medco E&P Malaka,2025,Agustus,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,Harmonis
678,PT Medco E&P Malaka,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
679,PT Medco E&P Malaka,2025,Agustus,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
680,PT Pema Global Energi,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,Harmonis
681,PT Pema Global Energi,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
682,PT Pema Global Energi,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
683,PT Pema Global Energi,2025,Agustus,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
684,PT Pema Global Energi,2025,Agustus,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,Harmonis
685,PT Pema Global Energi,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
686,PT Pema Global Energi,2025,Agustus,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
687,Triangle Pase,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
688,Triangle Pase,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,Harmonis
689,Triangle Pase,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
690,Triangle Pase,2025,Agustus,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
691,Triangle Pase,2025,Agustus,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,Harmonis
692,Triangle Pase,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",Harmonis
693,Triangle Pase,2025,Agustus,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,Kurang Harmonis
694,Zaratex N.V.,2025,Agustus,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,Harmonis
695,Zaratex N.V.,2025,Agustus,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,Kurang Harmonis
696,Zaratex N.V.,2025,Agustus,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",Harmonis
697,Zaratex N.V.,2025,Agustus,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
698,Zaratex N.V.,2025,Agustus,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,Kurang Harmonis
699,Zaratex N.V.,2025,Agustus,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,Kurang Harmonis
700,Zaratex N.V.,2025,Agustus,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,Kurang Harmonis
701,Conrad Asia Energy,2025,September,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
702,Conrad Asia Energy,2025,September,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
703,Conrad Asia Energy,2025,September,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
704,Conrad Asia Energy,2025,September,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
705,Conrad Asia Energy,2025,September,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,Harmonis
706,Conrad Asia Energy,2025,September,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,Kurang Harmonis
707,Conrad Asia Energy,2025,September,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
708,PT Medco E&P Malaka,2025,September,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
709,PT Medco E&P Malaka,2025,September,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,Harmonis
710,PT Medco E&P Malaka,2025,September,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
711,PT Medco E&P Malaka,2025,September,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
712,PT Medco E&P Malaka,2025,September,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,Harmonis
713,PT Medco E&P Malaka,2025,September,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
714,PT Medco E&P Malaka,2025,September,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",Harmonis
715,PT Pema Global Energi,2025,September,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
716,PT Pema Global Energi,2025,September,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,Harmonis
717,PT Pema Global Energi,2025,September,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",Harmonis
718,PT Pema Global Energi,2025,September,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
719,PT Pema Global Energi,2025,September,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,Harmonis
720,PT Pema Global Energi,2025,September,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,Kurang Harmonis
721,PT Pema Global Energi,2025,September,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
722,Triangle Pase,2025,September,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
723,Triangle Pase,2025,September,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
724,Triangle Pase,2025,September,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,Kurang Harmonis
725,Triangle Pase,2025,September,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",Kurang Harmonis
726,Triangle Pase,2025,September,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,Harmonis
727,Triangle Pase,2025,September,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,Kurang Harmonis
728,Triangle Pase,2025,September,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",Harmonis
729,Zaratex N.V.,2025,September,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
730,Zaratex N.V.,2025,September,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,Kurang Harmonis
731,Zaratex N.V.,2025,September,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,Kurang Harmonis
732,Zaratex N.V.,2025,September,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
733,Zaratex N.V.,2025,September,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,Kurang Harmonis
734,Zaratex N.V.,2025,September,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",Harmonis
735,Zaratex N.V.,2025,September,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",Harmonis
736,Conrad Asia Energy,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
737,Conrad Asia Energy,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
738,Conrad Asia Energy,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
739,Conrad Asia Energy,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
740,Conrad Asia Energy,2025,Oktober,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,Harmonis
741,Conrad Asia Energy,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
742,Conrad Asia Energy,2025,Oktober,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
743,PT Medco E&P Malaka,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
744,PT Medco E&P Malaka,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
745,PT Medco E&P Malaka,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
746,PT Medco E&P Malaka,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
747,PT Medco E&P Malaka,2025,Oktober,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,Harmonis
748,PT Medco E&P Malaka,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
749,PT Medco E&P Malaka,2025,Oktober,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
750,PT Pema Global Energi,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,Harmonis
751,PT Pema Global Energi,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
752,PT Pema Global Energi,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",Harmonis
753,PT Pema Global Energi,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
754,PT Pema Global Energi,2025,Oktober,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,Harmonis
755,PT Pema Global Energi,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
756,PT Pema Global Energi,2025,Oktober,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
757,Triangle Pase,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
758,Triangle Pase,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
759,Triangle Pase,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",Harmonis
760,Triangle Pase,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",Kurang Harmonis
761,Triangle Pase,2025,Oktober,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,Harmonis
762,Triangle Pase,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,Kurang Harmonis
763,Triangle Pase,2025,Oktober,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,Kurang Harmonis
764,Zaratex N.V.,2025,Oktober,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
765,Zaratex N.V.,2025,Oktober,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,Harmonis
766,Zaratex N.V.,2025,Oktober,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,Kurang Harmonis
767,Zaratex N.V.,2025,Oktober,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
768,Zaratex N.V.,2025,Oktober,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,Kurang Harmonis
769,Zaratex N.V.,2025,Oktober,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
770,Zaratex N.V.,2025,Oktober,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,Kurang Harmonis
771,Conrad Asia Energy,2025,November,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,Harmonis
772,Conrad Asia Energy,2025,November,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
773,Conrad Asia Energy,2025,November,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
774,Conrad Asia Energy,2025,November,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",Kurang Harmonis
775,Conrad Asia Energy,2025,November,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,Harmonis
776,Conrad Asia Energy,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
777,Conrad Asia Energy,2025,November,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
778,PT Medco E&P Malaka,2025,November,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
779,PT Medco E&P Malaka,2025,November,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
780,PT Medco E&P Malaka,2025,November,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
781,PT Medco E&P Malaka,2025,November,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",Harmonis
782,PT Medco E&P Malaka,2025,November,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,Harmonis
783,PT Medco E&P Malaka,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
784,PT Medco E&P Malaka,2025,November,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
785,PT Pema Global Energi,2025,November,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
786,PT Pema Global Energi,2025,November,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,Harmonis
787,PT Pema Global Energi,2025,November,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",Harmonis
788,PT Pema Global Energi,2025,November,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",Kurang Harmonis
789,PT Pema Global Energi,2025,November,Partisipasi,Forum Vendor Lokal,Hadir namun kontribusi data vendor masih minim,Harmonis
790,PT Pema Global Energi,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
791,PT Pema Global Energi,2025,November,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
792,Triangle Pase,2025,November,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
793,Triangle Pase,2025,November,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,Kurang Harmonis
794,Triangle Pase,2025,November,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,Kurang Harmonis
795,Triangle Pase,2025,November,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",Kurang Harmonis
796,Triangle Pase,2025,November,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,Harmonis
797,Triangle Pase,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",Harmonis
798,Triangle Pase,2025,November,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,Kurang Harmonis
799,Zaratex N.V.,2025,November,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,Harmonis
800,Zaratex N.V.,2025,November,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
801,Zaratex N.V.,2025,November,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
802,Zaratex N.V.,2025,November,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
803,Zaratex N.V.,2025,November,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,Kurang Harmonis
804,Zaratex N.V.,2025,November,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",Harmonis
805,Zaratex N.V.,2025,November,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",Harmonis
806,Conrad Asia Energy,2025,Desember,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
807,Conrad Asia Energy,2025,Desember,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
808,Conrad Asia Energy,2025,Desember,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
809,Conrad Asia Energy,2025,Desember,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
810,Conrad Asia Energy,2025,Desember,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,Harmonis
811,Conrad Asia Energy,2025,Desember,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
812,Conrad Asia Energy,2025,Desember,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
813,PT Medco E&P Malaka,2025,Desember,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),Harmonis
814,PT Medco E&P Malaka,2025,Desember,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,Harmonis
815,PT Medco E&P Malaka,2025,Desember,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
816,PT Medco E&P Malaka,2025,Desember,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
817,PT Medco E&P Malaka,2025,Desember,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,Harmonis
818,PT Medco E&P Malaka,2025,Desember,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
819,PT Medco E&P Malaka,2025,Desember,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
820,PT Pema Global Energi,2025,Desember,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,Harmonis
821,PT Pema Global Energi,2025,Desember,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,Harmonis
822,PT Pema Global Energi,2025,Desember,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,Harmonis
823,PT Pema Global Energi,2025,Desember,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,Harmonis
824,PT Pema Global Energi,2025,Desember,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,Harmonis
825,PT Pema Global Energi,2025,Desember,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",Harmonis
826,PT Pema Global Energi,2025,Desember,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,Harmonis
827,Triangle Pase,2025,Desember,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,Kurang Harmonis
828,Triangle Pase,2025,Desember,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,Kurang Harmonis
